student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
2048,21,2,4,0.6,65.2,1,5.0,1,1,0,2,41.6
2049,23,0,3,1.57,70.0,1,9.9,1,0,2,0,63.3
2050,22,1,3,3.58,63.8,1,9.2,0,2,2,0,68.3
2051,18,0,2,7.64,51.0,1,4.9,0,0,0,2,79.9
2052,19,2,0,1.4,66.4,1,7.1,1,0,1,1,61.7
2053,19,0,4,4.31,56.2,1,7.9,0,3,0,1,76.8
2054,24,1,5,7.91,58.0,1,7.5,2,3,0,0,70.5
2055,22,2,3,0.11,52.1,1,6.1,0,1,1,2,51.1
2056,19,2,3,0.38,77.6,1,8.9,0,0,1,1,56.9
2057,22,0,1,2.16,57.2,1,5.7,1,3,0,2,47.4
2058,22,0,5,1.8,49.9,1,5.8,1,0,1,0,40.6
2059,20,1,4,3.99,88.5,1,7.3,1,3,0,0,84.4
2060,20,2,5,3.36,74.6,1,4.4,2,0,1,2,68.1
2061,24,1,4,4.67,91.5,1,4.5,0,2,2,1,73.7
2062,21,0,6,1.18,86.9,1,9.8,2,4,0,2,64.1
2063,18,0,6,5.49,62.3,1,6.6,2,2,2,2,82.1
2064,22,1,5,1.72,73.7,1,7.4,1,0,0,1,80.6
2065,21,0,0,3.62,99.2,1,9.9,0,2,1,0,86.6
2066,21,2,2,0.27,61.5,1,9.9,0,2,0,0,45.8
2067,22,2,2,6.38,54.4,1,8.6,1,2,2,2,76.5
2068,24,0,5,5.02,49.8,1,7.5,1,3,0,2,65.0
2069,19,1,6,1.67,96.4,1,5.5,0,4,1,2,43.9
2070,20,2,4,4.81,55.0,1,5.1,0,3,1,2,47.1
2071,18,1,5,3.5,95.7,1,4.7,0,0,0,2,61.8
2072,22,2,2,6.61,75.5,1,6.2,0,4,0,2,100.0
2073,20,0,3,7.87,75.4,1,5.6,1,1,2,1,82.3
2074,19,0,4,1.0,64.0,1,9.1,1,0,0,0,58.6
2075,22,0,1,3.92,63.8,1,9.5,2,1,0,1,60.5
2076,20,0,5,2.06,59.2,1,7.6,0,3,1,0,40.4
2077,20,1,0,6.0,83.8,0,7.9,1,0,0,0,93.4
2078,20,0,1,0.28,84.3,1,7.2,0,4,1,1,42.0
2079,19,0,4,4.36,71.9,1,4.7,0,0,0,2,76.1
2080,18,2,3,6.86,66.9,1,9.1,2,4,0,2,81.4
2081,23,0,3,3.11,78.1,1,4.2,0,0,2,1,57.2
2082,17,2,3,6.7,69.5,1,8.0,1,1,0,2,82.0
2083,19,1,4,1.18,89.5,0,5.0,2,0,1,1,60.9
2084,22,1,0,7.35,43.9,1,8.7,0,3,2,1,79.6
2085,18,1,5,6.33,94.2,1,7.9,1,1,1,0,92.5
2086,22,2,6,3.13,71.5,1,5.5,1,1,0,1,64.2
2087,22,1,3,1.05,70.6,0,8.7,2,1,0,0,41.6
2088,22,1,1,4.16,63.5,1,8.7,2,1,1,2,67.6
2089,19,2,1,5.36,71.9,1,7.0,2,1,0,2,76.6
2090,17,0,5,1.03,53.2,1,7.3,2,1,1,2,44.3
2091,24,0,1,7.47,69.8,1,4.6,0,0,0,0,84.1
2092,19,2,5,6.1,63.9,1,6.6,1,0,1,1,82.9
2093,23,2,4,7.61,57.6,1,8.0,2,3,1,2,72.5
2094,18,2,3,2.39,52.7,1,4.4,2,0,2,1,46.6
2095,18,0,2,3.47,91.6,1,6.2,0,0,1,2,79.6
2096,23,0,3,1.92,91.0,1,6.7,2,3,2,2,34.8
2097,24,1,4,2.19,69.1,1,8.3,0,1,1,0,22.3
2098,23,0,1,1.16,53.9,1,6.2,1,1,1,2,49.3
2099,23,2,5,1.0,67.0,1,9.6,1,4,2,2,49.3
2100,18,1,1,5.37,95.5,1,8.8,1,3,0,2,99.5
2101,24,2,0,1.26,86.8,1,7.0,0,1,1,0,45.7
2102,22,1,3,1.07,88.5,1,8.3,0,2,1,0,40.3
2103,18,1,5,4.28,82.2,1,5.9,0,2,0,1,72.0
2104,18,0,1,5.63,83.4,1,7.0,0,4,1,2,67.4
2105,23,1,0,6.22,49.0,1,7.4,0,4,0,2,65.7
2106,19,2,5,4.64,60.8,1,5.7,1,1,0,0,85.8
2107,23,0,0,1.61,89.9,1,9.1,0,4,2,1,60.6
2108,18,0,4,4.59,50.6,1,7.3,2,4,1,2,40.4
2109,19,0,0,5.01,44.5,1,6.8,2,0,0,2,61.2
2110,19,1,2,2.06,90.8,1,5.9,2,0,2,2,69.4
2111,19,2,3,1.16,86.8,1,9.3,2,0,1,2,49.4
2112,22,2,0,7.41,49.5,1,5.9,0,3,2,0,75.9
2113,24,1,1,0.77,71.7,1,4.7,0,1,1,2,45.7
2114,24,1,6,2.22,42.5,1,4.5,2,0,2,2,61.3
2115,22,1,5,1.85,48.9,1,9.2,1,1,0,2,47.5
2116,18,1,1,7.14,55.4,1,5.9,2,4,2,1,75.9
2117,24,0,3,4.02,82.2,0,7.9,2,3,0,2,65.8
2118,21,2,5,7.65,58.3,1,9.9,1,4,2,1,88.8
2119,21,0,2,6.63,88.6,1,5.6,2,2,1,2,78.0
2120,22,1,2,6.04,41.4,1,7.8,2,3,0,0,67.8
2121,23,1,3,1.41,40.6,1,7.3,0,1,0,0,59.9
2122,24,0,6,2.75,58.0,1,4.4,0,4,2,2,45.8
2123,21,1,6,6.56,83.9,1,6.1,1,2,2,2,99.3
2124,21,0,3,7.87,97.1,1,4.8,0,2,1,2,85.9
2125,22,1,4,7.02,58.9,1,5.5,0,3,1,0,70.9
2126,19,1,3,7.59,73.4,1,9.2,0,4,1,0,61.6
2127,19,0,6,5.13,42.5,1,6.0,1,0,2,2,45.7
2128,22,1,3,3.86,40.6,0,4.2,2,1,2,1,64.9
2129,17,0,6,4.12,40.9,1,9.3,1,1,2,0,71.1
2130,19,1,0,3.67,45.8,1,9.5,0,1,2,0,47.1
2131,22,1,6,1.24,92.5,1,7.3,0,0,1,0,62.0
2132,24,0,5,2.45,78.5,1,6.1,1,3,1,1,61.9
2133,21,1,5,0.72,93.9,1,8.9,0,0,0,2,71.4
2134,20,2,2,0.71,90.1,1,4.6,0,2,2,0,23.9
2135,20,2,5,2.49,85.9,1,7.7,2,0,1,0,45.7
2136,22,0,1,5.33,61.2,1,4.9,2,4,1,2,48.7
2137,21,1,6,4.91,48.0,1,9.2,2,0,2,1,56.7
2138,17,0,1,4.48,46.2,1,8.6,0,3,2,0,53.0
2139,21,0,5,5.99,41.5,1,9.4,2,1,1,2,46.2
2140,20,0,4,3.38,50.7,1,9.8,1,1,0,1,72.0
2141,22,2,0,3.54,41.1,1,8.8,1,2,2,1,60.7
2142,24,2,6,4.14,81.3,1,5.6,1,2,2,0,64.4
2143,24,0,0,0.53,63.3,1,7.7,2,4,0,2,33.0
2144,21,1,2,4.65,71.7,0,9.6,2,0,1,1,69.6
2145,19,1,2,6.0,68.7,1,5.1,2,2,2,2,82.8
2146,20,2,5,2.11,57.0,1,5.1,2,1,1,1,28.1
2147,18,0,0,6.84,46.9,1,8.5,2,2,1,1,69.9
2148,24,1,5,2.13,72.5,1,7.8,0,4,1,0,37.3
2149,23,0,2,4.11,91.8,1,6.7,2,3,2,2,48.7
2150,23,2,2,7.0,85.0,1,4.5,2,2,1,2,93.3
2151,19,0,6,5.91,95.9,0,8.6,2,4,0,2,73.1
2152,19,1,1,4.61,61.4,1,6.0,1,2,1,1,51.0
2153,23,2,4,4.98,90.7,1,9.5,1,3,2,2,84.6
2154,21,1,0,0.87,83.4,0,7.6,1,0,0,0,55.7
2155,22,2,3,5.59,96.6,0,8.5,0,3,1,0,80.9
2156,20,0,2,4.9,57.3,1,5.1,0,4,1,0,41.2
2157,20,1,1,0.68,88.2,0,8.1,1,2,0,2,74.7
2158,22,1,5,0.99,70.5,1,9.8,1,3,1,2,43.0
2159,23,2,3,7.77,66.2,1,5.3,0,1,1,0,73.5
2160,19,2,3,1.42,67.9,1,8.4,2,1,0,0,56.4
2161,23,1,6,7.17,66.0,1,6.4,1,0,2,2,99.4
2162,18,0,0,2.21,92.6,1,4.6,2,2,2,1,56.4
2163,20,2,5,3.17,96.7,1,9.4,2,1,0,1,85.8
2164,24,2,5,4.44,79.8,1,6.6,0,2,0,0,77.6
2165,24,2,3,5.01,51.6,1,6.1,0,3,2,1,41.8
2166,24,1,0,3.98,65.2,0,8.8,1,0,0,2,79.1
2167,19,0,0,2.79,61.3,1,4.1,1,4,1,0,44.6
2168,23,2,6,3.99,80.3,0,7.5,1,3,2,2,56.4
2169,24,1,0,5.61,44.2,0,4.3,0,4,2,2,62.3
2170,24,1,4,3.17,79.2,1,9.7,1,4,2,0,52.4
2171,17,2,2,4.36,68.0,1,9.4,0,4,2,2,61.5
2172,22,2,0,3.03,55.7,1,7.9,1,0,1,0,51.3
2173,24,1,6,2.64,43.8,0,7.2,2,3,2,2,46.7
2174,23,2,3,2.39,43.2,1,8.7,2,0,1,2,27.0
2175,18,0,5,1.79,93.5,1,8.2,1,4,0,2,68.0
2176,23,0,1,6.09,74.6,0,6.6,1,3,0,0,95.4
2177,17,0,5,7.87,73.1,1,5.0,2,1,0,2,70.5
2178,20,2,6,0.23,41.1,0,9.1,1,3,1,2,33.4
2179,22,0,6,1.57,86.3,1,8.1,0,1,1,2,33.4
2180,20,0,3,7.71,52.6,0,5.9,1,0,0,0,83.4
2181,22,2,4,2.73,63.0,0,6.6,2,3,0,1,38.5
2182,18,0,6,3.11,78.8,1,8.4,1,1,2,2,86.7
2183,21,2,5,5.3,48.1,1,7.8,0,1,2,2,53.3
2184,22,1,6,2.82,87.8,0,9.5,2,1,2,1,51.7
2185,22,2,2,3.94,90.1,1,4.2,0,0,2,0,73.3
2186,19,2,3,7.21,71.2,1,7.8,0,4,1,0,69.2
2187,19,2,5,4.52,61.9,1,6.3,0,3,0,2,73.7
2188,19,0,5,5.34,55.1,1,5.7,2,2,1,0,56.5
2189,20,0,1,1.74,83.4,0,9.4,2,3,0,2,51.8
2190,21,1,4,2.09,60.4,1,6.6,0,4,2,2,40.2
2191,19,2,1,7.13,88.6,1,6.5,0,1,2,2,74.7
2192,20,2,2,7.34,83.9,1,5.7,2,4,0,2,93.0
2193,19,1,2,6.46,61.2,1,8.5,1,2,0,2,93.2
2194,18,1,6,0.98,53.7,0,6.6,2,3,1,1,44.9
2195,22,2,1,6.55,61.5,1,6.4,1,4,2,2,85.4
2196,23,2,3,0.15,60.5,1,8.2,2,3,2,0,25.3
2197,19,0,1,4.77,97.4,1,7.7,1,3,2,0,74.7
2198,23,1,6,5.4,77.6,1,9.9,2,2,2,2,91.0
2199,21,2,6,3.41,79.5,0,5.9,1,2,2,0,65.5
2200,18,0,4,3.83,57.0,1,9.6,2,4,0,2,56.6
2201,19,2,5,5.93,61.9,0,7.0,2,2,1,0,61.4
2202,17,2,2,7.16,68.0,1,4.2,1,1,0,1,83.8
2203,17,0,6,1.51,98.6,1,8.3,1,2,2,0,68.7
2204,19,1,0,1.11,80.1,0,6.3,1,1,2,1,64.3
2205,20,2,0,5.04,49.2,1,9.3,0,1,2,2,90.9
2206,23,2,1,1.85,99.4,1,6.5,0,4,0,2,58.3
2207,18,2,6,1.55,56.2,1,4.7,0,3,1,1,31.3
2208,23,0,1,1.63,77.3,1,8.1,2,4,1,2,40.3
2209,18,2,6,1.57,92.5,0,6.1,0,4,0,2,61.5
2210,18,2,5,3.82,76.9,1,7.7,2,2,1,2,54.9
2211,22,1,5,7.72,95.6,0,5.7,1,3,2,0,78.9
2212,23,1,2,6.62,90.9,1,6.0,0,4,0,0,69.3
2213,21,1,5,4.35,42.1,1,7.1,1,2,2,2,77.6
2214,17,2,6,0.65,81.2,1,7.1,1,0,1,2,48.4
2215,17,1,0,5.38,83.3,1,9.9,2,4,2,1,61.5
2216,20,0,3,3.61,62.3,1,7.2,0,4,0,0,81.9
2217,20,2,2,6.23,94.6,1,7.6,0,1,0,2,93.9
2218,24,0,3,3.95,88.1,1,9.1,1,2,1,0,69.5
2219,19,1,4,5.35,62.0,1,4.1,2,4,1,1,38.7
2220,18,0,0,1.6,53.4,1,9.6,0,4,2,2,56.2
2221,24,1,5,6.67,52.8,1,6.0,0,1,1,2,51.7
2222,18,0,2,6.24,53.2,1,9.0,2,4,0,2,54.4
2223,17,2,4,2.99,75.4,1,7.6,1,4,0,0,68.8
2224,20,0,4,7.71,78.6,1,9.1,2,4,2,1,70.5
2225,20,2,1,1.28,48.9,1,6.3,2,1,0,0,23.7
2226,21,1,0,0.16,72.9,1,9.1,1,2,2,0,54.5
2227,24,2,1,6.11,55.0,1,9.6,1,1,2,0,80.8
2228,24,0,4,4.8,94.6,1,5.8,0,3,2,2,55.6
2229,19,1,4,0.89,91.4,1,7.7,1,0,2,2,69.9
2230,24,0,3,1.28,46.9,1,5.3,0,2,2,2,19.599
2231,22,1,1,1.05,55.1,1,8.0,0,3,2,0,40.3
2232,17,0,1,1.33,96.7,0,9.6,2,4,1,0,34.5
2233,24,0,5,3.69,57.9,1,7.9,0,2,2,0,63.7
2234,18,1,3,0.41,88.9,0,8.4,1,1,2,2,53.6
2235,21,2,3,4.16,43.0,1,9.3,1,2,1,2,54.2
2236,23,0,0,4.84,63.3,0,8.1,0,0,1,1,61.8
2237,18,1,6,5.82,76.9,1,5.5,2,4,2,1,65.6
2238,19,0,1,7.57,64.0,1,8.0,1,3,2,2,79.5
2239,20,2,5,0.66,87.4,0,9.6,1,2,2,2,50.7
2240,24,2,5,0.28,98.8,0,8.3,0,3,2,2,46.9
2241,18,0,1,1.11,70.8,1,5.6,1,0,2,2,62.1
2242,22,2,2,2.7,67.8,1,9.4,0,4,0,2,43.9
2243,20,1,1,4.2,82.3,1,9.5,2,0,1,1,62.7
2244,17,0,1,0.08,85.2,1,5.4,0,3,0,1,55.0
2245,22,1,5,5.54,43.6,1,6.2,0,1,1,2,51.1
2246,23,2,3,7.66,66.3,1,4.7,1,2,0,2,100.0
2247,21,2,3,2.0,70.0,1,9.6,0,3,1,2,59.8
2248,18,1,3,0.08,58.4,1,7.5,1,2,1,0,32.2
2249,18,1,6,6.03,85.5,1,5.9,2,4,2,0,60.7
2250,20,2,6,6.16,93.2,1,5.6,2,1,0,2,85.8
2251,21,0,2,0.35,90.7,1,7.4,0,1,2,2,68.6
2252,21,1,5,4.94,78.0,1,9.8,2,0,2,2,66.9
2253,18,1,0,1.94,87.7,0,6.8,2,2,0,2,72.5
2254,21,0,5,5.06,54.0,1,9.9,0,1,1,2,72.3
2255,19,1,6,5.81,41.5,0,8.4,1,3,0,2,62.6
2256,22,1,3,1.78,70.8,0,8.2,0,1,2,0,64.8
2257,23,1,4,2.09,64.6,1,4.9,0,2,2,1,47.6
2258,22,1,3,4.89,92.9,1,5.2,2,0,1,2,76.3
2259,17,2,2,4.66,87.3,1,8.4,1,0,0,2,89.9
2260,24,2,2,7.09,62.9,0,5.0,1,4,1,2,55.8
2261,17,2,0,4.08,41.0,1,7.3,2,1,0,2,42.5
2262,24,1,5,6.4,56.5,1,7.1,1,4,0,2,83.2
2263,17,1,0,5.86,61.6,1,8.3,0,3,0,2,85.7
2264,21,1,3,5.33,80.6,1,7.3,0,0,1,0,72.6
2265,17,0,3,1.53,94.2,0,5.3,2,2,0,0,48.5
2266,17,1,0,2.21,53.3,0,8.7,1,0,0,2,77.1
2267,22,1,3,4.53,87.2,1,8.7,0,2,2,2,96.7
2268,22,2,4,0.53,83.7,1,4.2,0,3,0,0,52.1
2269,17,0,5,0.36,61.2,1,7.3,2,4,1,0,23.8
2270,24,2,5,0.4,41.0,1,4.5,1,4,0,2,39.1
2271,19,1,5,7.37,42.0,1,4.7,1,3,0,0,81.0
2272,19,2,3,5.51,77.2,0,4.3,2,2,2,0,73.2
2273,19,2,4,6.69,90.8,1,8.6,2,3,0,1,95.2
2274,20,2,1,7.71,77.9,1,7.4,2,3,0,0,90.4
2275,18,0,1,5.61,86.4,1,7.0,2,4,0,2,93.1
2276,20,2,6,4.12,70.2,1,5.3,1,4,2,2,65.4
2277,18,0,4,3.83,55.8,1,4.1,1,2,1,1,47.7
2278,17,0,2,5.97,42.4,0,5.3,2,1,2,2,65.6
2279,19,1,0,6.94,89.0,1,5.9,1,0,2,0,97.6
2280,22,1,6,6.64,68.5,1,9.2,1,2,2,1,92.8
2281,23,2,2,3.94,92.6,1,4.9,1,0,1,2,82.9
2282,19,1,3,6.19,62.2,1,5.3,0,2,2,0,82.7
2283,19,1,5,3.81,56.6,1,4.8,2,1,2,2,30.1
2284,23,1,6,3.08,80.0,1,8.7,2,4,2,2,60.1
2285,22,0,0,2.38,76.3,1,4.9,1,0,2,2,57.3
2286,23,2,6,0.44,82.3,1,4.6,2,2,2,2,38.0
2287,24,1,5,1.61,45.5,0,7.1,0,1,1,2,19.599
2288,23,1,0,5.84,45.0,0,7.0,2,4,2,2,64.4
2289,24,2,5,1.37,74.3,1,6.7,1,0,0,1,71.6
2290,20,1,5,7.21,72.9,1,9.1,0,0,0,2,100.0
2291,20,0,1,0.63,45.6,1,7.3,2,3,0,2,33.1
2292,19,2,2,0.41,65.8,1,4.1,0,3,0,2,26.8
2293,18,0,5,3.85,78.0,1,5.9,2,4,1,2,33.5
2294,22,1,2,1.78,72.5,1,8.7,1,2,0,2,73.2
2295,22,2,5,0.82,51.2,1,4.8,0,4,1,1,34.4
2296,23,1,0,0.48,95.7,1,9.1,1,4,0,1,59.6
2297,18,1,4,4.22,42.1,1,7.1,0,4,1,1,45.9
2298,20,1,4,2.08,56.4,0,6.0,2,4,2,1,46.3
2299,18,0,2,4.45,44.1,1,5.3,2,3,1,2,30.0
2300,24,2,2,1.19,57.0,1,5.9,0,3,0,0,37.0
2301,19,0,4,0.2,81.1,1,4.3,0,4,2,0,49.8
2302,18,1,3,0.22,41.4,1,7.4,2,2,1,0,19.599
2303,21,0,2,0.9,42.3,1,5.5,0,1,0,2,42.6
2304,24,1,6,6.37,52.4,1,9.2,0,3,1,0,57.8
2305,24,0,1,3.59,41.7,0,4.9,0,4,2,2,38.0
2306,17,1,6,4.99,63.4,0,6.8,2,2,0,0,64.6
2307,19,2,2,7.0,53.8,1,8.3,0,4,1,1,72.4
2308,18,2,1,1.7,59.3,1,8.5,0,4,1,2,40.5
2309,19,2,3,6.97,90.2,1,5.3,2,2,2,2,86.4
2310,21,1,3,5.97,65.9,1,9.7,2,4,1,2,71.4
2311,19,1,4,5.83,40.9,1,9.7,2,2,2,2,55.1
2312,17,1,1,6.97,72.8,0,6.5,0,2,1,0,75.3
2313,21,2,1,1.01,46.6,1,6.8,0,2,0,0,39.0
2314,17,2,1,4.32,43.6,1,6.0,2,0,0,2,69.3
2315,18,1,3,3.87,59.6,1,6.4,2,3,2,2,46.4
2316,17,2,6,5.31,56.3,1,8.7,0,3,2,1,52.8
2317,17,0,3,1.9,46.7,1,7.1,0,0,0,2,47.8
2318,20,1,6,1.02,57.9,1,9.4,0,4,1,1,46.9
2319,23,1,1,7.79,69.0,1,6.5,2,3,2,0,80.4
2320,23,1,1,3.73,55.1,0,8.2,0,1,0,2,64.8
2321,17,2,2,1.86,41.9,1,8.4,2,0,0,2,36.4
2322,17,1,1,1.03,93.6,1,6.0,0,2,1,2,62.9
2323,19,1,0,4.75,79.1,1,9.5,0,1,0,2,81.8
2324,22,2,0,1.18,82.4,1,7.1,0,3,0,2,55.7
2325,22,1,4,1.46,64.5,1,7.0,2,4,1,2,29.4
2326,23,1,3,7.62,74.4,1,4.3,2,2,2,2,93.1
2327,19,2,4,0.23,82.2,1,9.1,1,3,0,2,39.3
2328,18,2,2,1.49,61.4,1,7.7,2,0,1,2,27.3
2329,17,0,6,5.37,89.9,1,5.4,2,0,1,2,66.7
2330,18,2,1,1.74,86.3,0,5.9,0,4,2,2,46.2
2331,17,2,2,1.46,57.2,1,6.2,1,0,1,0,49.1
2332,23,0,0,4.45,60.0,1,9.0,0,2,2,2,69.8
2333,19,2,4,5.57,51.0,1,8.8,1,3,2,0,80.8
2334,23,1,1,3.45,70.2,0,7.2,0,4,1,1,52.6
2335,21,1,1,6.25,88.7,0,8.7,2,4,2,2,72.0
2336,21,2,5,6.52,73.8,1,7.4,1,2,2,2,83.7
2337,20,1,5,4.98,61.3,1,4.9,0,4,0,2,70.5
2338,23,2,5,4.62,64.6,1,5.3,0,1,1,2,51.0
2339,17,0,1,6.53,81.6,0,5.9,0,0,0,2,89.7
2340,17,2,3,0.12,70.9,1,5.4,2,2,1,1,24.5
2341,20,0,4,4.09,73.2,1,9.4,0,0,1,2,76.1
2342,20,1,3,1.03,76.6,1,5.2,1,4,0,0,56.0
2343,21,0,1,1.77,84.3,1,4.6,1,2,0,0,70.9
2344,22,2,5,7.59,77.5,1,9.0,0,4,1,1,81.1
2345,21,2,6,0.08,81.1,1,4.8,1,1,0,0,46.4
2346,19,2,1,2.46,80.0,1,4.1,0,4,2,1,37.9
2347,19,2,4,1.23,95.6,1,8.1,2,0,0,1,46.1
2348,23,2,6,4.56,84.2,1,4.9,2,1,1,2,53.5
2349,18,2,3,6.75,72.8,1,6.4,0,4,1,1,69.4
2350,21,0,2,3.13,93.9,1,5.9,2,2,0,2,62.8
2351,21,0,4,6.7,94.0,1,9.8,1,3,0,0,100.0
2352,23,0,6,3.52,61.1,1,4.6,2,0,0,2,45.7
2353,22,2,1,7.27,88.3,1,4.3,2,3,1,2,57.2
2354,20,0,2,6.78,98.9,1,8.7,2,1,1,0,64.2
2355,19,2,1,1.43,52.4,1,6.0,2,0,2,1,36.9
2356,19,2,5,7.08,63.8,1,7.4,1,1,1,2,94.7
2357,20,1,3,1.54,64.9,1,4.1,0,1,2,2,52.3
2358,18,2,2,3.92,76.6,1,9.9,2,4,0,2,74.7
2359,22,2,4,1.57,97.8,1,7.9,0,2,2,1,55.0
2360,18,0,5,3.09,58.3,0,7.9,0,2,0,0,48.1
2361,22,1,1,7.88,85.2,1,8.5,0,3,2,2,95.5
2362,23,1,4,6.12,86.7,1,6.2,0,0,1,0,99.5
2363,24,2,1,4.43,81.8,1,6.4,1,3,0,0,73.0
2364,17,1,2,7.48,75.3,1,6.6,1,2,2,0,82.8
2365,23,0,0,2.88,74.3,1,8.8,0,4,2,1,51.6
2366,17,0,5,1.39,56.9,1,4.5,0,4,0,2,35.2
2367,19,1,4,6.63,48.2,0,5.7,0,3,2,2,84.0
2368,18,2,2,0.1,60.0,1,8.7,2,2,1,2,29.8
2369,18,0,1,6.44,53.8,1,4.4,2,3,0,0,75.6
2370,18,1,3,0.17,79.2,1,9.7,1,1,2,1,57.0
2371,17,1,0,2.28,91.2,1,7.3,0,0,0,2,76.5
2372,23,0,0,2.84,49.5,1,4.7,1,4,1,2,54.5
2373,17,1,3,2.55,79.6,1,5.2,1,4,2,1,68.9
2374,20,2,5,1.95,47.3,1,5.2,0,0,0,1,47.6
2375,22,0,4,0.87,62.8,1,5.1,2,0,0,2,32.8
2376,24,0,5,0.08,50.4,1,7.1,0,4,1,2,22.2
2377,23,0,2,6.2,58.0,1,8.9,1,0,2,2,81.8
2378,18,1,3,3.66,91.5,1,5.0,1,3,1,0,77.3
2379,24,0,3,1.3,65.2,1,4.3,1,2,1,1,47.6
2380,22,0,5,0.66,46.5,1,4.2,0,2,0,0,19.599
2381,18,1,3,2.23,51.9,1,4.8,1,0,2,1,45.9
2382,20,0,6,2.83,90.6,1,5.2,2,0,2,2,56.3
2383,24,0,5,3.69,64.6,1,6.5,2,1,0,0,63.7
2384,20,1,4,0.81,96.2,1,8.5,2,3,0,0,46.1
2385,18,2,0,7.84,73.7,1,4.1,2,0,1,0,90.8
2386,24,0,0,2.15,70.4,1,5.7,2,0,0,0,43.6
2387,24,1,3,3.53,67.4,1,4.2,2,3,0,2,31.6
2388,24,0,3,5.67,86.4,0,9.9,1,0,2,2,95.9
2389,24,1,2,2.48,90.1,1,8.2,2,0,2,0,45.5
2390,23,0,1,0.66,47.6,1,5.2,1,4,1,2,27.0
2391,20,1,5,3.01,64.5,0,4.6,0,3,1,0,46.5
2392,18,0,3,4.42,57.0,1,5.7,2,1,0,0,66.6
2393,21,1,6,6.73,94.0,1,8.4,0,1,2,2,95.6
2394,18,1,1,2.94,84.1,1,9.9,1,0,1,2,61.2
2395,20,1,6,7.12,57.5,1,5.6,1,4,1,0,61.8
2396,22,1,5,4.37,64.5,0,8.9,1,1,0,0,60.5
2397,24,0,0,5.74,65.2,1,9.0,1,0,1,0,75.9
2398,19,1,4,0.24,95.9,1,8.1,2,3,0,0,60.5
2399,19,1,6,7.17,68.4,1,7.1,2,2,0,1,100.0
2400,22,1,4,1.71,41.1,1,9.6,2,0,2,2,46.7
2401,17,2,6,2.61,83.8,1,7.9,2,3,2,2,51.4
2402,21,2,2,4.19,45.8,1,7.1,1,0,0,0,67.6
2403,22,1,1,7.68,77.8,1,7.7,1,1,0,0,88.5
2404,21,1,2,2.77,70.8,1,8.6,2,4,0,0,33.8
2405,20,2,0,1.76,85.8,1,4.8,2,0,2,0,65.8
2406,23,2,5,7.69,73.0,1,9.0,2,2,0,1,93.9
2407,19,2,6,6.47,50.5,1,9.1,1,0,2,1,82.1
2408,22,1,3,5.31,93.6,1,6.1,0,4,2,0,78.2
2409,20,0,0,3.28,94.2,1,4.4,0,3,1,1,60.0
2410,17,1,6,3.36,65.2,1,8.7,1,3,2,1,72.5
2411,21,0,4,7.61,76.6,1,9.3,1,4,0,2,98.8
2412,17,1,3,0.55,73.1,1,7.5,2,3,2,0,34.8
2413,24,1,2,6.06,72.1,0,8.5,0,4,0,1,79.1
2414,21,0,1,4.81,45.4,1,8.6,1,0,1,2,60.8
2415,19,2,4,7.75,69.6,1,5.7,0,2,0,0,78.4
2416,20,0,4,4.47,53.5,0,4.7,1,4,2,1,65.8
2417,21,2,3,2.24,87.9,0,9.3,2,1,0,2,78.3
2418,19,2,4,6.24,90.9,1,5.5,2,0,1,2,69.5
2419,19,2,4,7.89,41.1,1,6.6,1,3,1,0,57.6
2420,20,1,2,7.26,84.2,1,9.3,2,4,1,0,63.0
2421,19,1,5,2.36,46.9,0,5.9,0,4,2,0,34.0
2422,23,0,4,2.77,40.6,1,6.5,1,2,0,2,47.4
2423,17,2,1,6.04,40.8,1,4.2,0,2,2,1,70.7
2424,23,2,1,4.79,68.0,1,4.5,2,0,0,0,79.9
2425,19,2,6,0.09,88.8,1,8.0,1,2,2,1,70.8
2426,21,1,1,1.13,58.7,1,9.7,2,0,2,0,60.6
2427,18,0,2,0.68,95.5,1,4.7,1,3,0,2,60.4
2428,20,1,2,1.43,65.3,1,9.5,2,3,0,0,35.0
2429,23,1,1,2.44,51.3,1,4.7,1,4,2,0,47.4
2430,19,1,4,7.74,67.5,1,9.3,2,2,0,0,81.2
2431,18,2,3,5.41,77.6,1,9.3,2,4,0,0,50.4
2432,21,1,5,0.44,70.3,1,4.2,0,0,2,1,43.3
2433,18,0,1,4.86,66.4,1,6.1,2,2,2,2,56.3
2434,19,2,1,3.49,51.3,1,5.3,2,2,2,0,34.9
2435,20,2,0,6.03,82.0,0,9.9,1,0,1,2,85.7
2436,21,0,5,7.07,61.0,1,5.8,2,4,2,0,86.7
2437,22,0,3,0.52,98.2,1,7.3,0,3,1,2,55.6
2438,22,0,5,7.84,64.0,1,6.5,1,0,2,2,100.0
2439,23,2,2,0.46,53.3,1,7.2,0,0,0,0,47.6
2440,17,2,0,5.86,91.6,1,8.0,0,4,1,0,58.7
2441,19,0,3,7.23,52.5,1,6.2,2,0,2,2,58.1
2442,17,0,2,6.01,50.1,1,9.4,0,2,0,1,63.5
2443,17,0,0,1.21,83.1,1,5.4,0,3,1,2,64.2
2444,18,0,1,1.66,57.9,1,9.2,2,1,0,0,46.9
2445,21,2,3,0.33,65.0,1,7.4,0,2,1,0,39.8
